timestamp,agent.name,rule.mitre.id,rule.mitre.tactic,rule.description,rule.level,rule.id,rule.mitre.technique
"Aug 01, 2025 @ 16:10:53.3354",agent-157,T1562.001,Defense Evasion,Wazuh agent disconnected,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3355",agent-195,,,File system full,7,1007,
"Aug 01, 2025 @ 16:10:53.3356",agent-130,T1562.001,Defense Evasion,Wazuh agent disconnected,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3357",agent-196,,,Host-based anomaly detection event,7,510,
"Aug 01, 2025 @ 16:10:53.3358",agent-144,T1562.001,Defense Evasion,Wazuh agent disconnected,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3359",agent-125,T1562.001,Defense Evasion,Wazuh agent removed,3,505,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3360",agent-133,,,Unknown problem somewhere in the system,2,1002,
"Aug 01, 2025 @ 16:10:53.3361",agent-171,,,Unknown problem somewhere in the system,2,1002,
"Aug 01, 2025 @ 16:10:53.3362",agent-147,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3363",agent-122,T1562.001,Defense Evasion,Wazuh agent disconnected,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3364",agent-190,,,Host-based anomaly detection event,7,510,
"Aug 01, 2025 @ 16:10:53.3365",agent-136,,,Unknown problem somewhere in the system,2,1002,
"Aug 01, 2025 @ 16:10:53.3366",agent-115,,,File system full,7,1007,
"Aug 01, 2025 @ 16:10:53.3367",agent-157,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3368",agent-103,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3369",agent-102,,,Host-based anomaly detection event,7,510,
"Aug 01, 2025 @ 16:10:53.3370",agent-140,T1210,Lateral Movement,OpenSSH challenge-response exploit,14,5707,Exploitation of Remote Services
"Aug 01, 2025 @ 16:10:53.3371",agent-126,T1548.003,Privilege Escalation,Illegal root login,9,2504,Sudo and Sudo Caching
"Aug 01, 2025 @ 16:10:53.3372",agent-101,T1562.001,Defense Evasion,Wazuh agent removed,3,505,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3373",agent-120,T1548.003,Privilege Escalation,Illegal root login,9,2504,Sudo and Sudo Caching
"Aug 01, 2025 @ 16:10:53.3374",agent-160,,,Unknown problem somewhere in the system,2,1002,
"Aug 01, 2025 @ 16:10:53.3375",agent-114,T1190,Initial Access,Possible attack on the ssh server,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 16:10:53.3376",agent-191,T1014,Defense Evasion,Possible kernel level rootkit,11,521,Rootkit
"Aug 01, 2025 @ 16:10:53.3377",agent-166,T1014,Defense Evasion,Possible kernel level rootkit,11,521,Rootkit
"Aug 01, 2025 @ 16:10:53.3378",agent-184,T1014,Defense Evasion,Possible kernel level rootkit,11,521,Rootkit
"Aug 01, 2025 @ 16:10:53.3379",agent-125,,,Host-based anomaly detection event,7,510,
"Aug 01, 2025 @ 16:10:53.3380",agent-162,,,File system full,7,1007,
"Aug 01, 2025 @ 16:10:53.3381",agent-143,T1210,Lateral Movement,OpenSSH challenge-response exploit,14,5707,Exploitation of Remote Services
"Aug 01, 2025 @ 16:10:53.3382",agent-190,T1014,Defense Evasion,Possible kernel level rootkit,11,521,Rootkit
"Aug 01, 2025 @ 16:10:53.3383",agent-180,,,File system full,7,1007,
"Aug 01, 2025 @ 16:10:53.3384",agent-186,T1562.001,Defense Evasion,Wazuh agent removed,3,505,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3385",agent-134,T1562.001,Defense Evasion,Wazuh agent disconnected,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3386",agent-180,T1110,Credential Access,High number of login timeouts,10,5705,Brute Force
"Aug 01, 2025 @ 16:10:53.3387",agent-191,T1110,Credential Access,REPEATED login failures,10,2502,Brute Force
"Aug 01, 2025 @ 16:10:53.3388",agent-132,T1110,Credential Access,REPEATED login failures,10,2502,Brute Force
"Aug 01, 2025 @ 16:10:53.3389",agent-138,T1210,Lateral Movement,OpenSSH challenge-response exploit,14,5707,Exploitation of Remote Services
"Aug 01, 2025 @ 16:10:53.3390",agent-123,T1072,Execution,Windows Adware/Spyware application found,9,518,Software Deployment Tools
"Aug 01, 2025 @ 16:10:53.3391",agent-143,T1548.003,Privilege Escalation,Illegal root login,9,2504,Sudo and Sudo Caching
"Aug 01, 2025 @ 16:10:53.3392",agent-135,T1110,Credential Access,High number of login timeouts,10,5705,Brute Force
"Aug 01, 2025 @ 16:10:53.3393",agent-140,T1190,Initial Access,Possible attack on the ssh server,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 16:10:53.3394",agent-160,T1548.003,Privilege Escalation,Illegal root login,9,2504,Sudo and Sudo Caching
"Aug 01, 2025 @ 16:10:53.3395",agent-171,T1190,Initial Access,Possible attack on the ssh server,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 16:10:53.3396",agent-138,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3397",agent-140,T1562.001,Defense Evasion,Wazuh agent disconnected,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3398",agent-182,T1110,Credential Access,Brute force using non-existent user,10,5712,Brute Force
"Aug 01, 2025 @ 16:10:53.3399",agent-143,T1190,Initial Access,Possible attack on the ssh server,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 16:10:53.3400",agent-198,T1014,Defense Evasion,Possible kernel level rootkit,11,521,Rootkit
"Aug 01, 2025 @ 16:10:53.3401",agent-173,T1110,Credential Access,REPEATED login failures,10,2502,Brute Force
"Aug 01, 2025 @ 16:10:53.3402",agent-156,T1562.001,Defense Evasion,Wazuh agent removed,3,505,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3403",agent-110,T1072,Execution,Windows Adware/Spyware application found,9,518,Software Deployment Tools
"Aug 01, 2025 @ 16:10:53.3404",agent-112,T1110,Credential Access,High number of login timeouts,10,5705,Brute Force
"Aug 01, 2025 @ 16:10:53.3405",agent-187,T1562.001,Defense Evasion,Wazuh agent removed,3,505,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3406",agent-168,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3407",agent-162,T1562.001,Defense Evasion,Wazuh agent removed,3,505,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3408",agent-128,T1548.003,Privilege Escalation,Illegal root login,9,2504,Sudo and Sudo Caching
"Aug 01, 2025 @ 16:10:53.3409",agent-100,T1110,Credential Access,REPEATED login failures,10,2502,Brute Force
"Aug 01, 2025 @ 16:10:53.3410",agent-190,T1548.003,Privilege Escalation,Illegal root login,9,2504,Sudo and Sudo Caching
"Aug 01, 2025 @ 16:10:53.3411",agent-102,T1548.003,Privilege Escalation,Illegal root login,9,2504,Sudo and Sudo Caching
"Aug 01, 2025 @ 16:10:53.3412",agent-136,,,File system full,7,1007,
"Aug 01, 2025 @ 16:10:53.3413",agent-143,T1562.001,Defense Evasion,Wazuh agent disconnected,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3414",agent-193,T1072,Execution,Windows Adware/Spyware application found,9,518,Software Deployment Tools
"Aug 01, 2025 @ 16:10:53.3415",agent-102,,,File system full,7,1007,
"Aug 01, 2025 @ 16:10:53.3416",agent-160,T1190,Initial Access,Possible attack on the ssh server,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 16:10:53.3417",agent-136,T1190,Initial Access,Possible attack on the ssh server,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 16:10:53.3418",agent-111,T1110,Credential Access,Brute force using non-existent user,10,5712,Brute Force
"Aug 01, 2025 @ 16:10:53.3419",agent-188,T1072,Execution,Windows Adware/Spyware application found,9,518,Software Deployment Tools
"Aug 01, 2025 @ 16:10:53.3420",agent-117,,,File system full,7,1007,
"Aug 01, 2025 @ 16:10:53.3421",agent-189,T1110,Credential Access,REPEATED login failures,10,2502,Brute Force
"Aug 01, 2025 @ 16:10:53.3422",agent-192,,,Unknown problem somewhere in the system,2,1002,
"Aug 01, 2025 @ 16:10:53.3423",agent-157,,,File system full,7,1007,
"Aug 01, 2025 @ 16:10:53.3424",agent-152,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3425",agent-194,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3426",agent-107,T1014,Defense Evasion,Possible kernel level rootkit,11,521,Rootkit
"Aug 01, 2025 @ 16:10:53.3427",agent-101,T1190,Initial Access,Possible attack on the ssh server,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 16:10:53.3428",agent-152,T1110,Credential Access,High number of login timeouts,10,5705,Brute Force
"Aug 01, 2025 @ 16:10:53.3429",agent-200,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3430",agent-178,T1072,Execution,Windows Adware/Spyware application found,9,518,Software Deployment Tools
"Aug 01, 2025 @ 16:10:53.3431",agent-184,T1562.001,Defense Evasion,Wazuh agent disconnected,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3432",agent-147,T1190,Initial Access,Possible attack on the ssh server,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 16:10:53.3433",agent-134,T1110,Credential Access,High number of login timeouts,10,5705,Brute Force
"Aug 01, 2025 @ 16:10:53.3434",agent-128,T1072,Execution,Windows Adware/Spyware application found,9,518,Software Deployment Tools
"Aug 01, 2025 @ 16:10:53.3435",agent-144,,,Unknown problem somewhere in the system,2,1002,
"Aug 01, 2025 @ 16:10:53.3436",agent-147,,,Unknown problem somewhere in the system,2,1002,
"Aug 01, 2025 @ 16:10:53.3437",agent-190,T1562.001,Defense Evasion,Wazuh agent disconnected,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3438",agent-130,T1110,Credential Access,Brute force using non-existent user,10,5712,Brute Force
"Aug 01, 2025 @ 16:10:53.3439",agent-106,,,File system full,7,1007,
"Aug 01, 2025 @ 16:10:53.3440",agent-119,T1190,Initial Access,Possible attack on the ssh server,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 16:10:53.3441",agent-129,T1072,Execution,Windows Adware/Spyware application found,9,518,Software Deployment Tools
"Aug 01, 2025 @ 16:10:53.3442",agent-130,T1210,Lateral Movement,OpenSSH challenge-response exploit,14,5707,Exploitation of Remote Services
"Aug 01, 2025 @ 16:10:53.3443",agent-142,T1014,Defense Evasion,Possible kernel level rootkit,11,521,Rootkit
"Aug 01, 2025 @ 16:10:53.3444",agent-134,T1562.001,Defense Evasion,Wazuh agent removed,3,505,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3445",agent-173,T1562.001,Defense Evasion,Wazuh agent disconnected,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3446",agent-166,T1110,Credential Access,REPEATED login failures,10,2502,Brute Force
"Aug 01, 2025 @ 16:10:53.3447",agent-200,,,File system full,7,1007,
"Aug 01, 2025 @ 16:10:53.3448",agent-136,T1562.001,Defense Evasion,Wazuh agent disconnected,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3449",agent-151,,,Host-based anomaly detection event,7,510,
"Aug 01, 2025 @ 16:10:53.3450",agent-149,T1110,Credential Access,REPEATED login failures,10,2502,Brute Force
"Aug 01, 2025 @ 16:10:53.3451",agent-163,T1072,Execution,Windows Adware/Spyware application found,9,518,Software Deployment Tools
"Aug 01, 2025 @ 16:10:53.3452",agent-155,,,Host-based anomaly detection event,7,510,
"Aug 01, 2025 @ 16:10:53.3453",agent-182,T1110,Credential Access,Brute force using non-existent user,10,5712,Brute Force
"Aug 01, 2025 @ 16:10:53.3454",agent-120,T1562.001,Defense Evasion,Wazuh agent removed,3,505,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3455",agent-164,,,Unknown problem somewhere in the system,2,1002,
"Aug 01, 2025 @ 16:10:53.3456",agent-103,T1210,Lateral Movement,OpenSSH challenge-response exploit,14,5707,Exploitation of Remote Services
"Aug 01, 2025 @ 16:10:53.3457",agent-192,T1190,Initial Access,Possible attack on the ssh server,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 16:10:53.3458",agent-120,,,Unknown problem somewhere in the system,2,1002,
"Aug 01, 2025 @ 16:10:53.3459",agent-177,T1562.001,Defense Evasion,Wazuh agent removed,3,505,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3460",agent-176,T1548.003,Privilege Escalation,Illegal root login,9,2504,Sudo and Sudo Caching
"Aug 01, 2025 @ 16:10:53.3461",agent-120,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3462",agent-190,T1210,Lateral Movement,OpenSSH challenge-response exploit,14,5707,Exploitation of Remote Services
"Aug 01, 2025 @ 16:10:53.3463",agent-185,T1110,Credential Access,Brute force using non-existent user,10,5712,Brute Force
"Aug 01, 2025 @ 16:10:53.3464",agent-130,,,File system full,7,1007,
"Aug 01, 2025 @ 16:10:53.3465",agent-125,T1110,Credential Access,Brute force using non-existent user,10,5712,Brute Force
"Aug 01, 2025 @ 16:10:53.3466",agent-144,,,Host-based anomaly detection event,7,510,
"Aug 01, 2025 @ 16:10:53.3467",agent-136,,,Host-based anomaly detection event,7,510,
"Aug 01, 2025 @ 16:10:53.3468",agent-172,,,Host-based anomaly detection event,7,510,
"Aug 01, 2025 @ 16:10:53.3469",agent-145,T1210,Lateral Movement,OpenSSH challenge-response exploit,14,5707,Exploitation of Remote Services
"Aug 01, 2025 @ 16:10:53.3470",agent-144,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3471",agent-198,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3472",agent-195,T1014,Defense Evasion,Possible kernel level rootkit,11,521,Rootkit
"Aug 01, 2025 @ 16:10:53.3473",agent-100,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3474",agent-162,,,Host-based anomaly detection event,7,510,
"Aug 01, 2025 @ 16:10:53.3475",agent-188,,,Unknown problem somewhere in the system,2,1002,
"Aug 01, 2025 @ 16:10:53.3476",agent-101,T1110,Credential Access,REPEATED login failures,10,2502,Brute Force
"Aug 01, 2025 @ 16:10:53.3477",agent-143,T1190,Initial Access,Possible attack on the ssh server,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 16:10:53.3478",agent-166,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3479",agent-102,T1110,Credential Access,REPEATED login failures,10,2502,Brute Force
"Aug 01, 2025 @ 16:10:53.3480",agent-121,T1014,Defense Evasion,Possible kernel level rootkit,11,521,Rootkit
"Aug 01, 2025 @ 16:10:53.3481",agent-158,T1562.001,Defense Evasion,Wazuh agent disconnected,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3482",agent-196,T1190,Initial Access,Possible attack on the ssh server,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 16:10:53.3483",agent-101,,,File system full,7,1007,
"Aug 01, 2025 @ 16:10:53.3484",agent-102,T1014,Defense Evasion,Possible kernel level rootkit,11,521,Rootkit
"Aug 01, 2025 @ 16:10:53.3485",agent-107,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3486",agent-163,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3487",agent-120,T1014,Defense Evasion,Possible kernel level rootkit,11,521,Rootkit
"Aug 01, 2025 @ 16:10:53.3488",agent-160,,,Host-based anomaly detection event,7,510,
"Aug 01, 2025 @ 16:10:53.3489",agent-177,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3490",agent-184,T1110,Credential Access,High number of login timeouts,10,5705,Brute Force
"Aug 01, 2025 @ 16:10:53.3491",agent-124,,,Host-based anomaly detection event,7,510,
"Aug 01, 2025 @ 16:10:53.3492",agent-188,T1072,Execution,Windows Adware/Spyware application found,9,518,Software Deployment Tools
"Aug 01, 2025 @ 16:10:53.3493",agent-126,T1110,Credential Access,High number of login timeouts,10,5705,Brute Force
"Aug 01, 2025 @ 16:10:53.3494",agent-174,T1110,Credential Access,High number of login timeouts,10,5705,Brute Force
"Aug 01, 2025 @ 16:10:53.3495",agent-126,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3496",agent-151,T1110,Credential Access,Brute force using non-existent user,10,5712,Brute Force
"Aug 01, 2025 @ 16:10:53.3497",agent-137,T1110,Credential Access,High number of login timeouts,10,5705,Brute Force
"Aug 01, 2025 @ 16:10:53.3498",agent-104,,,Host-based anomaly detection event,7,510,
"Aug 01, 2025 @ 16:10:53.3499",agent-173,T1562.001,Defense Evasion,Wazuh agent removed,3,505,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3500",agent-142,T1210,Lateral Movement,OpenSSH challenge-response exploit,14,5707,Exploitation of Remote Services
"Aug 01, 2025 @ 16:10:53.3501",agent-131,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3502",agent-170,T1110,Credential Access,REPEATED login failures,10,2502,Brute Force
"Aug 01, 2025 @ 16:10:53.3503",agent-171,,,Host-based anomaly detection event,7,510,
"Aug 01, 2025 @ 16:10:53.3504",agent-187,T1562.001,Defense Evasion,Wazuh agent disconnected,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3505",agent-135,T1210,Lateral Movement,OpenSSH challenge-response exploit,14,5707,Exploitation of Remote Services
"Aug 01, 2025 @ 16:10:53.3506",agent-126,T1190,Initial Access,Possible attack on the ssh server,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 16:10:53.3507",agent-122,T1072,Execution,Windows Adware/Spyware application found,9,518,Software Deployment Tools
"Aug 01, 2025 @ 16:10:53.3508",agent-150,T1110,Credential Access,REPEATED login failures,10,2502,Brute Force
"Aug 01, 2025 @ 16:10:53.3509",agent-184,,,Unknown problem somewhere in the system,2,1002,
"Aug 01, 2025 @ 16:10:53.3510",agent-125,T1190,Initial Access,Possible attack on the ssh server,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 16:10:53.3511",agent-124,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3512",agent-121,T1562.001,Defense Evasion,Wazuh agent disconnected,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3513",agent-156,T1110,Credential Access,Brute force using non-existent user,10,5712,Brute Force
"Aug 01, 2025 @ 16:10:53.3514",agent-124,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3515",agent-121,,,Host-based anomaly detection event,7,510,
"Aug 01, 2025 @ 16:10:53.3516",agent-105,T1110,Credential Access,High number of login timeouts,10,5705,Brute Force
"Aug 01, 2025 @ 16:10:53.3517",agent-118,T1072,Execution,Windows Adware/Spyware application found,9,518,Software Deployment Tools
"Aug 01, 2025 @ 16:10:53.3518",agent-168,T1548.003,Privilege Escalation,Illegal root login,9,2504,Sudo and Sudo Caching
"Aug 01, 2025 @ 16:10:53.3519",agent-123,T1548.003,Privilege Escalation,Illegal root login,9,2504,Sudo and Sudo Caching
"Aug 01, 2025 @ 16:10:53.3520",agent-181,T1210,Lateral Movement,OpenSSH challenge-response exploit,14,5707,Exploitation of Remote Services
"Aug 01, 2025 @ 16:10:53.3521",agent-158,,,Host-based anomaly detection event,7,510,
"Aug 01, 2025 @ 16:10:53.3522",agent-170,,,File system full,7,1007,
"Aug 01, 2025 @ 16:10:53.3523",agent-107,T1110,Credential Access,Brute force using non-existent user,10,5712,Brute Force
"Aug 01, 2025 @ 16:10:53.3524",agent-171,T1014,Defense Evasion,Possible kernel level rootkit,11,521,Rootkit
"Aug 01, 2025 @ 16:10:53.3525",agent-150,T1562.001,Defense Evasion,Wazuh agent removed,3,505,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3526",agent-200,T1562.001,Defense Evasion,Wazuh agent disconnected,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3527",agent-183,T1562.001,Defense Evasion,Wazuh agent removed,3,505,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3528",agent-184,T1210,Lateral Movement,OpenSSH challenge-response exploit,14,5707,Exploitation of Remote Services
"Aug 01, 2025 @ 16:10:53.3529",agent-124,T1110,Credential Access,Brute force using non-existent user,10,5712,Brute Force
"Aug 01, 2025 @ 16:10:53.3530",agent-183,,,Host-based anomaly detection event,7,510,
"Aug 01, 2025 @ 16:10:53.3531",agent-128,T1110,Credential Access,High number of login timeouts,10,5705,Brute Force
"Aug 01, 2025 @ 16:10:53.3532",agent-105,T1210,Lateral Movement,OpenSSH challenge-response exploit,14,5707,Exploitation of Remote Services
"Aug 01, 2025 @ 16:10:53.3533",agent-103,T1190,Initial Access,Possible attack on the ssh server,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 16:10:53.3534",agent-131,T1190,Initial Access,Possible attack on the ssh server,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 16:10:53.3535",agent-132,T1110,Credential Access,Brute force using non-existent user,10,5712,Brute Force
"Aug 01, 2025 @ 16:10:53.3536",agent-127,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3537",agent-148,T1110,Credential Access,High number of login timeouts,10,5705,Brute Force
"Aug 01, 2025 @ 16:10:53.3538",agent-142,,,File system full,7,1007,
"Aug 01, 2025 @ 16:10:53.3539",agent-107,,,Host-based anomaly detection event,7,510,
"Aug 01, 2025 @ 16:10:53.3540",agent-164,T1562.001,Defense Evasion,Wazuh agent removed,3,505,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3541",agent-149,,,Unknown problem somewhere in the system,2,1002,
"Aug 01, 2025 @ 16:10:53.3542",agent-183,,,Host-based anomaly detection event,7,510,
"Aug 01, 2025 @ 16:10:53.3543",agent-155,T1110,Credential Access,Brute force using non-existent user,10,5712,Brute Force
"Aug 01, 2025 @ 16:10:53.3544",agent-191,T1110,Credential Access,High number of login timeouts,10,5705,Brute Force
"Aug 01, 2025 @ 16:10:53.3545",agent-175,T1072,Execution,Windows Adware/Spyware application found,9,518,Software Deployment Tools
"Aug 01, 2025 @ 16:10:53.3546",agent-179,T1110,Credential Access,Brute force using non-existent user,10,5712,Brute Force
"Aug 01, 2025 @ 16:10:53.3547",agent-118,T1190,Initial Access,Possible attack on the ssh server,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 16:10:53.3548",agent-101,,,File system full,7,1007,
"Aug 01, 2025 @ 16:10:53.3549",agent-187,T1190,Initial Access,Possible attack on the ssh server,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 16:10:53.3550",agent-101,T1072,Execution,Windows Adware/Spyware application found,9,518,Software Deployment Tools
"Aug 01, 2025 @ 16:10:53.3551",agent-123,,,Unknown problem somewhere in the system,2,1002,
"Aug 01, 2025 @ 16:10:53.3552",agent-113,T1548.003,Privilege Escalation,Illegal root login,9,2504,Sudo and Sudo Caching
"Aug 01, 2025 @ 16:10:53.3553",agent-156,T1110,Credential Access,Brute force using non-existent user,10,5712,Brute Force
"Aug 01, 2025 @ 16:10:53.3554",agent-169,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3555",agent-102,T1110,Credential Access,REPEATED login failures,10,2502,Brute Force
"Aug 01, 2025 @ 16:10:53.3556",agent-121,T1190,Initial Access,Possible attack on the ssh server,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 16:10:53.3557",agent-174,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3558",agent-171,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3559",agent-180,T1014,Defense Evasion,Possible kernel level rootkit,11,521,Rootkit
"Aug 01, 2025 @ 16:10:53.3560",agent-149,T1110,Credential Access,High number of login timeouts,10,5705,Brute Force
"Aug 01, 2025 @ 16:10:53.3561",agent-166,T1072,Execution,Windows Adware/Spyware application found,9,518,Software Deployment Tools
"Aug 01, 2025 @ 16:10:53.3562",agent-143,T1110,Credential Access,Brute force using non-existent user,10,5712,Brute Force
"Aug 01, 2025 @ 16:10:53.3563",agent-120,T1110,Credential Access,High number of login timeouts,10,5705,Brute Force
"Aug 01, 2025 @ 16:10:53.3564",agent-174,T1014,Defense Evasion,Possible kernel level rootkit,11,521,Rootkit
"Aug 01, 2025 @ 16:10:53.3565",agent-137,T1562.001,Defense Evasion,Wazuh agent disconnected,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3566",agent-149,T1110,Credential Access,REPEATED login failures,10,2502,Brute Force
"Aug 01, 2025 @ 16:10:53.3567",agent-168,T1562.001,Defense Evasion,Wazuh agent removed,3,505,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3568",agent-192,T1190,Initial Access,Possible attack on the ssh server,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 16:10:53.3569",agent-152,,,File system full,7,1007,
"Aug 01, 2025 @ 16:10:53.3570",agent-155,T1110,Credential Access,Brute force using non-existent user,10,5712,Brute Force
"Aug 01, 2025 @ 16:10:53.3571",agent-170,,,File system full,7,1007,
"Aug 01, 2025 @ 16:10:53.3572",agent-156,T1110,Credential Access,REPEATED login failures,10,2502,Brute Force
"Aug 01, 2025 @ 16:10:53.3573",agent-162,T1072,Execution,Windows Adware/Spyware application found,9,518,Software Deployment Tools
"Aug 01, 2025 @ 16:10:53.3574",agent-190,T1548.003,Privilege Escalation,Illegal root login,9,2504,Sudo and Sudo Caching
"Aug 01, 2025 @ 16:10:53.3575",agent-174,T1110,Credential Access,REPEATED login failures,10,2502,Brute Force
"Aug 01, 2025 @ 16:10:53.3576",agent-184,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3577",agent-200,,,Host-based anomaly detection event,7,510,
"Aug 01, 2025 @ 16:10:53.3578",agent-178,T1190,Initial Access,Possible attack on the ssh server,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 16:10:53.3579",agent-120,T1110,Credential Access,REPEATED login failures,10,2502,Brute Force
"Aug 01, 2025 @ 16:10:53.3580",agent-137,T1110,Credential Access,REPEATED login failures,10,2502,Brute Force
"Aug 01, 2025 @ 16:10:53.3581",agent-161,T1014,Defense Evasion,Possible kernel level rootkit,11,521,Rootkit
"Aug 01, 2025 @ 16:10:53.3582",agent-128,T1562.001,Defense Evasion,Wazuh agent disconnected,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 16:10:53.3583",agent-164,T1110,Credential Access,REPEATED login failures,10,2502,Brute Force
"Aug 01, 2025 @ 16:10:53.3584",agent-185,T1072,Execution,Windows Adware/Spyware application found,9,518,Software Deployment Tools
"Aug 01, 2025 @ 16:10:53.3585",agent-176,,,Unknown problem somewhere in the system,2,1002,
"Aug 01, 2025 @ 16:10:53.3586",agent-137,,,Host-based anomaly detection event,7,510,
"Aug 01, 2025 @ 16:10:53.3587",agent-103,T1548.003,Privilege Escalation,Illegal root login,9,2504,Sudo and Sudo Caching
"Aug 01, 2025 @ 16:10:53.3588",agent-118,T1190,Initial Access,Possible attack on the ssh server,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 16:10:53.3589",agent-124,,,Host-based anomaly detection event,7,510,
"Aug 01, 2025 @ 16:10:53.3590",agent-128,T1014,Defense Evasion,Possible kernel level rootkit,11,521,Rootkit
"Aug 01, 2025 @ 16:10:53.3591",agent-127,,,Syslogd exiting,5,1004,
"Aug 01, 2025 @ 16:10:53.3592",agent-164,T1110,Credential Access,High number of login timeouts,10,5705,Brute Force
